id,Τίτλος,Περιοδικό,DOI,Αναφορές
pub.1131701363,Fluspot: Seasonal flu tracking app exploiting wearable IoT device for symptoms monitoring,"2020 5th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)",10.1109/seeda-cecnsm49515.2020.9221843,0
pub.1136841521,"Editorial: The Impact of Online Addiction on General Health, Well-Being and Associated Societal Costs",Frontiers in Public Health,10.3389/fpubh.2021.676498,0
pub.1134519659,Could children born to mothers with COVID‐19 be more prone to non‐communicable diseases?,Acta Paediatrica,10.1111/apa.15757,0
pub.1134288013,Humanitarian engineering at the sustainability-development nexus: mapping vulnerability and capability factors for communities at risk of water-based disasters,Sustainability Science,10.1007/s11625-020-00890-y,0
pub.1130372236,Stable: structural stability risk assessment,Eighth International Conference on Remote Sensing and Geoinformation of the Environment (RSCy2020),10.1117/12.2571956,0
pub.1136337084,Meta-analysis of diagnostic test accuracy: Just another meta-analysis?,Intensive and Critical Care Nursing,10.1016/j.iccn.2021.103028,0
pub.1137302615,Micro-nano particulate compositions of Hypericum perforatum L in ultra high diluted succussed solution medicinal products,Heliyon,10.1016/j.heliyon.2021.e06604,0
pub.1129961257,Enhancing City Sustainability through Smart Technologies: A Framework for Automatic Pre-Emptive Action to Promote Safety and Security Using Lighting and ICT-Based Surveillance,Sustainability,10.3390/su12150000,0
pub.1132230271,COVID-19 threat and frontline paediatric care professionals,Experimental and Therapeutic Medicine,10.3892/etm.2020.9421,0
pub.1136006463,On the effect of biofouling on the minimum propulsion power of ships for safe navigation in realistic conditions,Biofouling,10.1080/08927014.2021.1890044,0
pub.1137262640,Methodology for the Techno-Economic Assessment of Medium-Voltage Photovoltaic Prosumers Under Net-Metering Policy,IEEE Access,10.1109/access.2021.3073780,0
pub.1136900774,Energy and GHG Emissions Aspects of the COVID Impact in Greece,Energies,10.3390/en14071955,0
pub.1135912501,An integrated system for predicting students’ academic performance in smart universities,24th Pan-Hellenic Conference on Informatics,10.1145/3437120.3437353,0
pub.1136564415,Correction to: ESCAP CovCAP survey of heads of academic departments to assess the perceived initial (April/May 2020) impact of the COVID-19 pandemic on child and adolescent psychiatry services,European Child & Adolescent Psychiatry,10.1007/s00787-021-01754-1,0
pub.1134912732,The ten reasons why corticosteroid therapy reduces mortality in severe COVID-19. Author's reply,Intensive Care Medicine,10.1007/s00134-020-06335-5,0
pub.1137060576,A Deep Learning Streaming Methodology for Trajectory Classification,ISPRS International Journal of Geo-Information,10.3390/ijgi10040250,0
pub.1134458578,Secure Autonomous Cloud Brained Humanoid Robot Assisting Rescuers in Hazardous Environments,Electronics,10.3390/electronics10020124,0
pub.1132465461,Nutritional risk and outcomes in intensive care unit patients with severe acute respiratory syndrome corona virus 2. – preliminary data,Clinical Nutrition ESPEN,10.1016/j.clnesp.2020.09.091,0
pub.1137809458,"Unchaining Collective Intelligence for Science, Research, and Technology Development by Blockchain-Boosted Community Participation",Frontiers in Blockchain,10.3389/fbloc.2021.631648,0
pub.1138307263,A Mobile-Based Multimodal Framework for Pervasive Health Monitoring,2021 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),10.1109/percomworkshops51409.2021.9430967,0
pub.1132453575,Administration of a prebiotic supplement in the intensive care unit for reduction of all-cause diarrhea,Clinical Nutrition ESPEN,10.1016/j.clnesp.2020.09.296,0
pub.1138074537,Dissecting contact tracing apps in the Android platform,PLOS ONE,10.1371/journal.pone.0251867,0
pub.1133596533,qLD: High-performance Computation of Linkage Disequilibrium on CPU and GPU,2020 IEEE 20th International Conference on Bioinformatics and Bioengineering (BIBE),10.1109/bibe50027.2020.00019,0
pub.1135909265,On the Effectiveness of Low-Cost Face Recognition with Deep Learning,24th Pan-Hellenic Conference on Informatics,10.1145/3437120.3437275,0
pub.1133583352,Deep learning-assisted pipeline for Virtual Screening of ligand compound databases: Application on inhibiting the entry of SARS-CoV-2 into human cells,2020 IEEE 20th International Conference on Bioinformatics and Bioengineering (BIBE),10.1109/bibe50027.2020.00030,0
pub.1135706283,COVID-19 and impact on trauma injuries. A Janus facing in opposite directions?,Injury,10.1016/j.injury.2021.02.069,0
pub.1131721370,“KIDS SAVE LIVES in Greece-National training program of schoolchildren in cardiopulmonary resuscitation”: Evaluating the impact of a 4 year nationwide educational seminar,Resuscitation,10.1016/j.resuscitation.2020.08.093,0
pub.1138397989,Machine Learning to Identify Fake News for COVID-19.,Public Health and Informatics,10.3233/shti210130,0
pub.1133210501,Single Sample Face Recognition Using Convolutional Neural Networks for Automated Attendance Systems,2020 Fourth International Conference On Intelligent Computing in Data Sciences (ICDS),10.1109/icds50568.2020.9268759,0
pub.1137875397,Mining Textual and Imagery Instagram Data during the COVID-19 Pandemic,Applied Sciences,10.3390/app11094281,0
pub.1133733014,Runge–Kutta pairs suited for SIR‐type epidemic models,Mathematical Methods in the Applied Sciences,10.1002/mma.7104,0
pub.1137232982,"Toxicity of hydroxychloroquine, a potential treatment for COVID-19, on free-living marine nematodes",Marine Pollution Bulletin,10.1016/j.marpolbul.2021.112361,0
pub.1134633356,"A mixture of essential oils from three Cretan Aromatic Plants (thyme, Greek sage and Cretan dittany, CAPeo) inhibits SASR-CoV-2 proliferation: in vitro evidence and a Proof-of-Concept intervention study in mild ambulatory COVID-19-positive patients",medRxiv,10.1101/2021.01.11.20248947,0
pub.1135552535,The Nose as a Route for Therapy: Part 1. Pharmacotherapy,null,10.3389/falgy.2021.638136,0
pub.1136951963,In Silico investigation of the viroporin E as a vaccine target against SARS-CoV-2,American Journal of Physiology - Lung Cellular and Molecular Physiology,10.1152/ajplung.00443.2020,0
pub.1128365540,Untying the knot: Acute variceal bleeding in a COVID-19 patient. What should the gastroenterologist keep in mind?,European Journal of Gastroenterology & Hepatology,10.1097/meg.0000000000001807,0
pub.1134683874,Ηypercoagulation and myocardial injury as risk factors for mortality in patients with COVID-19 pneumonia,The American Journal of Emergency Medicine,10.1016/j.ajem.2021.01.035,0
pub.1138396503,Delayed skin cancer diagnosis in 2020 due to the COVID-19-related restrictions: data from an institutional registry,Journal of the American Academy of Dermatology,10.1016/j.jaad.2021.05.021,0
pub.1131947507,Foreword to the special section on 3D Object Retrieval 2020 workshop (3DOR2020),Computers & Graphics,10.1016/j.cag.2020.10.005,0
pub.1133061684,"Perceptions, emotional reactions and needs of adolescent psychiatric inpatients during the COVID-19 pandemic: A qualitative analysis of in-depth interviews",Research Square,10.21203/rs.3.rs-96637/v2,0
pub.1133743275,Social Representations of Immigrant Patients: Physicians’ Discourse,Qualitative Health Research,10.1177/1049732320979814,0
pub.1133998177,Decline of Cadaveric Dissection in Anatomy Education During the Covid‐19 Pandemic: Can it Affect Future Surgeons’ Competency?,Anatomical Sciences Education,10.1002/ase.2043,0
pub.1135137950,Post-Traumatic Stress Disorder and Burnout in Healthcare Professionals During the SARS-CoV-2 Pandemic: A Cross-Sectional Study,The Journal of Critical Care Medicine,10.2478/jccm-2020-0042,0
pub.1129807763,Lessons learned from first case of Cesarean delivery in a COVID-19 positive parturient in Greek region.,Journal of Anaesthesiology Clinical Pharmacology,10.4103/joacp.joacp_157_20,0
pub.1138145261,COVID‐19 vaccination in Ukraine: An update on the status of vaccination and the challenges at hand,Journal of Medical Virology,10.1002/jmv.27091,0
pub.1135850454,"""Lock-down'' for COVID-19 has ''locked up'' Urological emergencies in Greece.",Archivos Españoles de Urología,null,0
pub.1136989746,Motor Control and Ergonomic Intervention Home-Based Program: A Pilot Trial Performed in the Framework of the Motor Control Home Ergonomics Elderlies' Prevention of Falls (McHeELP) Project,Cureus,10.7759/cureus.14336,0
pub.1138344504,"ICD-11 Revision of Mental Disorders: the Global Standard for Health Data, Clinical Documentation, and Statistical Aggregation",Consortium Psychiatricum,10.17816/cp74,0
pub.1134154263,Exploring injury severity of children and adolescents involved in traffic crashes in Greece,Journal of Traffic and Transportation Engineering (English Edition),10.1016/j.jtte.2020.07.005,0
pub.1137243764,Protected Areas in Forest Conservation: Challenges and Opportunities,Forests,10.3390/f12040488,0
pub.1129870300,Editorial: Economics of the Environment in the Shadow of Coronavirus,Environmental and Resource Economics,10.1007/s10640-020-00496-z,0
pub.1128728290,Use of wearable sensors to assess compliance of asthmatic children in response to lockdown measures for the COVID-19 epidemic,Research Square,10.21203/rs.3.rs-37518/v1,0
pub.1131357494,Healthcare Quality in the Pandemic Aftermath,International Journal of Reliable and Quality E-Healthcare,10.4018/ijrqeh.2020100102,0
pub.1136005113,Biomarkers to safely discharge head trauma patients in the COVID-19 pandemic era,Biomarkers in Medicine,10.2217/bmm-2021-0008,0
pub.1136304102,COVID-19 and human reproduction: A pandemic that packs a serious punch,Systems Biology in Reproductive Medicine,10.1080/19396368.2020.1855271,0
pub.1128760702,[Comment] Ethical and practical considerations on cancer recommendations during COVID-19 pandemic,Molecular and Clinical Oncology,10.3892/mco.2020.2075,0
pub.1133928419,Recent Trends in Enzyme Inhibition and Activation in Drug Design,Molecules,10.3390/molecules26010017,0
pub.1128640249,The clinical training centers fellowships: a European School of Oncology career development program (2013–2019),Future Oncology,10.2217/fon-2020-0193,0
pub.1137464026,Developing a competence framework for nurses in pharmaceutical care: A Delphi study,Nurse Education Today,10.1016/j.nedt.2021.104926,0
pub.1136704706,Host cystathionine-γ lyase derived hydrogen sulfide protects against Pseudomonas aeruginosa sepsis,PLOS Pathogens,10.1371/journal.ppat.1009473,0
pub.1135934327,Maintaining Digestive Health in Diabetes: The Role of the Gut Microbiome and the Challenge of Functional Foods,Microorganisms,10.3390/microorganisms9030516,0
pub.1130061175,Bioelectric Sensors: On the Road for the 4.0 Diagnostics and Biomedtech Revolution,Biosensors,10.3390/bios10080096,0
pub.1138326255,Editorial: Risk Management Models and Theories Volume II,Frontiers in Applied Mathematics and Statistics,10.3389/fams.2021.676404,0
pub.1136577546,Accurate SARS-CoV-2 seroprevalence surveys require robust multi-antigen assays,Scientific Reports,10.1038/s41598-021-86035-2,0
pub.1133567504,The Effect of Quarantine Due to COVID-19 Pandemic in Surgically Treated Fractures in Greece: a Two-Center Study.,MAEDICA – a Journal of Clinical Medicine,10.26574/maedica.2020.15.3.332,0
pub.1134367346,Changing surgical practice in management of intrahepatic cholangiocarcinoma during the pandemic. Is bridging with systemic therapy safe for our patients?,British Journal of Surgery,10.1093/bjs/znab002,0
pub.1137128382,Management of endocrine surgical disorders during COVID-19 pandemic: expert opinion for non-surgical options,Updates in Surgery,10.1007/s13304-021-00979-8,0
pub.1136395312,Cross-cultural adaptation and validation of the Musculoskeletal Tumor Society (MSTS) scoring system and Toronto Extremity Salvage Score (TESS) for musculoskeletal sarcoma patients in Greece,European Journal of Orthopaedic Surgery & Traumatology,10.1007/s00590-021-02921-5,0
pub.1132318886,Compression Therapy to Prevent Recurrent Cellulitis of the Leg,New England Journal of Medicine,10.1056/nejmc2029458,0
pub.1136746442,Stroke in SARS-CoV-2 Infection: A Pictorial Overview of the Pathoetiology,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2021.649922,0
pub.1129062593,"WarmStart colorimetric RT‐LAMP for the rapid, sensitive and specific detection of Enteroviruses A–D targeting the 5′UTR region",Journal of Applied Microbiology,10.1111/jam.14770,0
pub.1134575016,Synthesis of D-Limonene Loaded Polymeric Nanoparticles with Enhanced Antimicrobial Properties for Potential Application in Food Packaging,Nanomaterials,10.3390/nano11010191,0
pub.1137903014,Biological Properties of Bee Bread Collected from Apiaries Located across Greece,Antibiotics,10.3390/antibiotics10050555,0
pub.1134597054,Comment on: immediate and long-term impact of the COVID-19 pandemic on delivery of surgical services,British Journal of Surgery,10.1093/bjs/znab033,0
pub.1137770555,Video-ethnography during Covid-19 and beyond: Generating user foresights in a virtual world,Technological Forecasting and Social Change,10.1016/j.techfore.2021.120817,0
pub.1135174016,Impact of personal protective equipment use on health care workers’ physical health during the COVID-19 pandemic: a systematic review and meta-analysis,medRxiv,10.1101/2021.02.03.21251056,0
pub.1136458881,"The need for holistic, longitudinal and comparable, real-time assessment of the emotional, behavioral and societal impact of the COVID-19 pandemic across nations.",Psychiatriki,10.22365/jpsych.2021.010,0
