country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-06,-7,46,7,-10,-12,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-07,-17,42,-11,-18,-10,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-08,-10,45,20,-9,-9,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-09,-7,53,27,-7,-7,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-10,-14,43,5,-10,-9,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-11,-24,30,-26,-22,-13,3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-12,-7,119,49,1,-5,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-13,-16,40,-17,-12,-8,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-14,-15,41,-8,-16,-8,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-15,-7,43,19,-3,-7,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-16,-6,54,20,-1,-7,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-17,-10,44,12,1,-8,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-18,-12,35,7,-2,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-19,2,202,45,8,6,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-20,4,49,17,1,-6,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-21,2,56,14,4,-8,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-22,8,67,30,23,-9,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-23,12,99,38,35,-13,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-24,2,95,37,5,-39,3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-25,-49,-63,-1,-42,-60,7
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-26,-20,47,43,3,-26,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-27,9,47,25,-1,-31,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-28,3,52,30,1,-29,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-29,2,56,35,3,-30,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-30,3,89,42,4,-32,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,2021-12-31,-10,84,40,-24,-44,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-01,-66,-71,13,-74,-72,19
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-02,-66,-57,-18,-61,-45,13
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-03,-61,67,5,-59,-27,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-04,-55,8,-24,-56,-38,13
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-05,-45,29,17,-46,-36,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-06,-59,-64,24,-63,-66,17
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-07,-48,18,5,-47,-34,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-08,-52,8,3,-50,-33,13
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-09,-55,11,-2,-50,-27,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-10,-57,2,22,-56,-26,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-11,-46,13,6,-45,-28,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-12,-47,9,4,-49,-31,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-13,-49,5,2,-47,-29,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-14,-51,2,-3,-51,-33,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-15,-56,-2,-18,-56,-35,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-16,-64,-5,-37,-63,-36,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-17,-64,-7,-9,-65,-32,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-18,-43,-3,-10,-56,-34,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-19,-40,-3,2,-49,-33,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-20,-42,0,7,-48,-30,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-21,-43,2,-9,-49,-31,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-22,-47,2,-15,-53,-31,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-23,-54,1,-30,-59,-28,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-24,-57,27,0,-63,-26,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-25,-40,6,4,-50,-29,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-26,-49,-10,-26,-58,-34,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-27,-41,5,-1,-49,-29,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-28,-38,11,5,-48,-29,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-29,-41,12,-10,-49,-29,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-30,-47,14,-8,-52,-23,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-01-31,-60,0,7,-61,-27,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-01,-43,9,-5,-49,-28,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-02,-44,3,-3,-49,-30,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-03,-42,1,19,-44,-28,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-04,-44,4,9,-45,-28,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-05,-46,4,4,-47,-29,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-06,-52,3,6,-53,-28,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-07,-61,-8,17,-62,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-08,-51,-2,-15,-51,-32,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-09,-46,2,-7,-49,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-10,-45,2,17,-45,-30,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-11,-51,4,-18,-50,-32,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-12,-47,12,9,-48,-31,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-13,-58,7,-29,-60,-31,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-14,-69,-14,-29,-70,-37,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-15,-55,-5,-25,-61,-38,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-16,-51,0,-10,-59,-37,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-17,-47,5,10,-48,-31,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-18,-47,10,6,-47,-30,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-19,-48,10,9,-48,-30,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-20,-53,11,2,-54,-29,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-21,-60,1,25,-61,-32,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-22,-45,7,19,-46,-30,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-23,-44,6,25,-48,-30,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-24,-43,8,31,-44,-28,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-25,-46,14,14,-47,-30,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-26,-46,18,18,-44,-30,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-27,-49,17,14,-50,-29,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-02-28,-58,6,34,-58,-32,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-01,-45,12,14,-47,-30,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-02,-46,11,12,-46,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-03,-43,23,26,-41,-29,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-04,-52,11,2,-51,-34,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-05,-55,4,-3,-52,-35,9
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-06,-57,10,-6,-54,-31,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-07,-62,0,19,-61,-34,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-08,-49,8,7,-49,-34,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-09,-48,7,16,-48,-35,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-10,-49,9,9,-48,-33,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-11,-50,15,-2,-48,-34,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-12,-51,21,12,-46,-33,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-13,-52,32,7,-49,-28,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-14,-58,20,33,-61,-30,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-15,-66,-52,-21,-71,-71,15
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-16,-52,7,-5,-49,-36,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-17,-51,9,1,-46,-34,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-18,-52,11,-9,-49,-34,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-19,-53,13,1,-50,-34,10
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-20,-57,16,-17,-57,-28,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-21,-62,3,12,-61,-31,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-22,-48,14,2,-50,-33,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-23,-48,14,-2,-50,-34,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-24,-39,42,35,-40,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-25,-58,-58,34,-63,-67,15
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-26,-46,29,18,-47,-34,8
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-27,-47,23,28,-45,-25,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-28,-52,19,60,-51,-29,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-29,-41,18,33,-44,-32,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-30,-41,20,30,-44,-32,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-03-31,-41,23,29,-41,-31,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-01,-41,25,31,-41,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-02,-43,25,30,-42,-31,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-03,-45,24,31,-41,-24,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-04,-51,21,54,-50,-27,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-05,-41,22,17,-44,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-06,-39,19,31,-42,-31,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-07,-40,19,34,-41,-30,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-08,-41,26,16,-45,-30,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-09,-41,28,27,-41,-30,7
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-10,-42,29,38,-39,-23,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-11,-46,27,80,-43,-27,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-12,-33,27,42,-37,-26,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-13,-33,28,40,-36,-27,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-14,-33,29,47,-34,-25,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-15,-32,32,35,-38,-25,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-16,-39,26,23,-38,-25,5
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-17,-39,27,32,-39,-21,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-18,-49,30,59,-46,-25,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-19,-34,31,24,-35,-25,3
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-20,-29,31,41,-33,-24,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-21,-29,33,51,-28,-22,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-22,-30,35,38,-30,-23,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-23,-31,36,33,-26,-23,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-24,-43,32,-5,-37,-21,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-25,-34,114,84,-35,-11,1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-26,-14,51,79,-28,-26,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-27,-13,53,80,-23,-27,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-28,-10,65,86,-14,-26,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-29,-7,84,87,-12,-30,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-04-30,-17,60,96,-39,-49,6
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-01,-26,56,48,-40,-26,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-02,-43,8,62,-65,-38,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-03,-5,-50,117,-45,-64,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-04,-9,-42,116,-31,-61,4
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-05,-2,61,74,-14,-25,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-06,-4,51,69,-28,-25,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-07,-10,38,61,-28,-25,2
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2021-05-08,-13,28,49,-26,-12,-2
